text,created_at,retweet_count,favorite_count
Thank you Pennsylvania! Together we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq,12/16/16,8906,38166
Join me in Mobile Alabama on Sat. at 3pm! #ThankYouTour2016 Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C,12/15/16,5573,22280
If Russia or some other entity was hacking why did the White House wait so long to act? Why did they only complain after Hillary lost?,12/15/16,40668,124069
The media tries so hard to make my move to the White House as it pertains to my business so complex - when actually it isn't!,12/15/16,13779,60839
"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!",12/15/16,10718,57035
Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down big trouble dead! Graydon Carter no talent will be out!,12/15/16,8908,37361
.@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9,12/14/16,14126,57955
Thank you Wisconsin! My Administration will be focused on three very important words: jobs jobs jobs! Watch:… https://t.co/iEGWZLuiFE,12/14/16,9687,42663
Join me this Saturday at Ladd–Peebles Stadium in Mobile Alabama! #ThankYouTour2016 Tickets:… https://t.co/1RFmKCMgyw,12/13/16,6250,23396
The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.,12/13/16,14653,58936
Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!,12/13/16,18233,77773
I have chosen one of the truly great business leaders of the world Rex Tillerson Chairman and CEO of ExxonMobil to be Secretary of State.,12/13/16,23120,76990
I will hold a press conference in the near future to discuss the business Cabinet picks and all other topics of interest. Busy times!,12/13/16,10461,46885
Presidency. Two of my children Don and Eric plus executives will manage them. No new deals will be done during my term(s) in office.,12/13/16,9693,42985
Even though I am not mandated by law to do so I will be leaving my busineses before January 20th so that I can focus full time on the......,12/13/16,12083,55971
I will be making my announcement on the next Secretary of State tomorrow morning.,12/13/16,16675,63246
The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!,12/12/16,29567,105021
#ThankYouTour2016 Tue: West Allis WI. Thur: Hershey PA. Fri: Orlando FL. Sat: Mobile AL. Tickets:… https://t.co/OJ8S7iVzFx,12/12/16,7803,27048
The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.,12/12/16,16338,60204
"Unless you catch ""hackers"" in the act it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?",12/12/16,15776,60049
Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!,12/12/16,34274,108230
Just watched @NBCNightlyNews - So biased inaccurate and bad point after point. Just can't get much worse although @CNN is right up there!,12/12/16,19928,72028
Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!,12/12/16,5389,27885
"Whether I choose him or not for ""State""- Rex Tillerson the Chairman &amp; CEO of ExxonMobil is a world class player and dealmaker. Stay tuned!",12/11/16,12304,52460
I spent Friday campaigning with John Kennedy of the Great State of Louisiana for the U.S.Senate. The election is over - JOHN WON!,12/11/16,9851,51114
Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience and congrats to Army!,12/11/16,13091,79228
I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!,12/11/16,5636,30187
October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z,12/10/16,7237,27721
A very interesting read. Unfortunately so much is true.https://t.co/ER2BoM765M,12/10/16,12362,31500
Reports by @CNN that I will be working on The Apprentice during my Presidency even part time are ridiculous &amp; untrue - FAKE NEWS!,12/10/16,25193,75035
As a show of support for our Armed Forces I will be going to The Army-Navy Game today. Looking forward to it should be fun!,12/10/16,18630,106381
I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!,12/10/16,11255,49710
".@RudyGiuliani one of the finest people I know and a former GREAT Mayor of N.Y.C. just took himself out of consideration for ""State"".",12/10/16,7176,30158
Thank you Michigan. We are going to bring back your jobs &amp; together we will MAKE AMERICA GREAT AGAIN!Watch:… https://t.co/EyLOo26FqW,12/10/16,9137,38254
Thank you Louisiana! Get out &amp; vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal… https://t.co/sHXeyreEZI,12/9/16,9048,36425
Join me live in Louisiana! Tomorrow we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL,12/9/16,5347,23051
THANK YOU IOWA!#ThankYouTour2016 https://t.co/v6EB2OQMeO,12/9/16,9404,40714
Join me tomorrow! #MAGA 10am- Baton Rouge LA. Tickets: https://t.co/rvIQ6Yq45P7pm- Grand Rapids MI.Tickets: https://t.co/2UTwAg5V87,12/8/16,5904,20652
On my way to Des Moines Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016,12/8/16,4076,21863
Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.,12/8/16,20155,95348
If United Steelworkers 1999 was any good they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues,12/8/16,14048,57293
Chuck Jones who is President of United Steelworkers 1999 has done a terrible job representing workers. No wonder companies flee country!,12/8/16,12817,49838
Join me tomorrow in Des Moines Iowa with Vice President-Elect @mike_pence - at 7:00pm!#ThankYouTour2016 #MAGA… https://t.co/Geq6sT70IT,12/7/16,6322,27305
We pause today to remember the 2403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...https://t.co/r5eRLR24Q3,12/7/16,18545,77162
I will be interviewed on the @TODAYshow at 7:30. Enjoy!,12/7/16,5342,32203
A great night in Fayetteville North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA,12/7/16,7661,36249
Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville North Carolina! See you… https://t.co/Z8sgJBWI09,12/6/16,14190,70289
Masa said he would never do this had we (Trump) not won the election!,12/6/16,13140,48486
Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50000 new jobs....,12/6/16,28709,88915
Join me tonight in Fayetteville North Carolina at 7pm! #ThankYouTour2016 Tickets: https://t.co/79AHq3NC0v https://t.co/KoZCE7JeG7,12/6/16,6525,26789
Boeing is building a brand new 747 Air Force One for future presidents but costs are out of control more than $4 billion. Cancel order!,12/6/16,42984,141634
#ThankYouTour2016 12/6- North Carolinahttps://t.co/79AHq3NC0v12/8- Iowahttps://t.co/1IuRTVwMSx12/9- Michiga… https://t.co/vcQaIJ8qoB,12/5/16,8156,27009
"If the press would cover me accurately &amp; honorably I would have far less reason to ""tweet."" Sadly I don't know if that will ever happen!",12/5/16,38653,141203
I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development… https://t.co/OJKuDFhP3r,12/5/16,27205,107202
their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!,12/4/16,14475,51993
Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete) heavily tax our products going into..,12/4/16,20602,67532
".@FoxNews will be re-running ""Objectified: Donald Trump"" the ratings hit produced by the great Harvey Levin of TMZ at 8:00 P.M. Enjoy!",12/4/16,6499,31397
The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,12/4/16,25524,95381
expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS,12/4/16,14892,58188
these companies are able to move between all 50 states with no tax or tariff being charged. Please be forewarned prior to making a very ...,12/4/16,10315,42184
wanting to sell their product cars A.C. units etc. back across the border. This tax will make leaving financially difficult but.....,12/4/16,9654,40464
without retribution or consequence is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......,12/4/16,12287,48467
fires its employees builds a new factory or plant in the other country and then thinks it will sell its product back into the U.S.  ......,12/4/16,11997,46329
The U.S. is going to substantialy reduce taxes and regulations on businesses but any business that leaves our country for another country,12/4/16,13697,53412
Just tried watching Saturday Night Live - unwatchable! Totally biased not funny and the Baldwin impersonation just can't get any worse. Sad,12/4/16,27987,115332
Our great VPE @mike_pence is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.,12/3/16,9224,39351
State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.,12/3/16,9800,39057
Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,12/3/16,17475,64422
Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.,12/3/16,38805,122905
The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!,12/3/16,24700,111106
Thank you Ohio! Together we made history – and now the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf,12/2/16,17283,72196
Heading to U.S. Bank Arena in Cincinnati Ohio for a 7pm rally. Join me! Tickets: https://t.co/HiWqZvHv6M,12/1/16,5564,31256
Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.,12/1/16,9834,57249
My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!,12/1/16,12077,65724
Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!,12/1/16,12632,67597
'Donald Trump is already helping the working class' https://t.co/GTuNcQhLYx,11/30/16,14758,52300
'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin Wilbur Ross &amp; Todd Ricketts… https://t.co/cEBxoWsnYp,11/30/16,7113,26141
Join me in Cincinnati Ohio tomorrow evening at 7:00pm. I am grateful for all of your support. THANK YOU!Tickets:… https://t.co/51Emq7Tffa,11/30/16,8024,30567
Hence legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!,11/30/16,17541,77536
do this under the law I feel it is visually important as President  to in no way have a conflict of interest with my various businesses..,11/30/16,11266,50953
great business in total in order to fully focus on running the country in order to MAKE AMERICA GREAT AGAIN! While I am not mandated to ....,11/30/16,10670,45403
I will be holding a major news conference in New York City with my children on December 15 to discuss the fact that I will be leaving my ...,11/30/16,11313,45241
ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.,11/30/16,34427,107641
Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier,11/30/16,18716,83764
I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!,11/30/16,15613,70296
'President-Elect Donald J. Trump Nominates Elaine Chao as Secretary of the Department of Transportation'https://t.co/5FMGdhAZxB,11/29/16,6622,27788
'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.'https://t.co/ZTh5cuY26Z https://t.co/twIgAKJs3s,11/29/16,6688,24550
My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!,11/29/16,28396,106995
Nobody should be allowed to burn the American flag - if they do there must be consequences - perhaps loss of citizenship or year in jail!,11/29/16,72830,214139
I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however since election they are worse!,11/29/16,18975,73244
The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!,11/29/16,21661,97975
.@CNN is so embarrassed by their total  (100%) support of Hillary Clinton and yet her loss in a landslide that they don't know what to do.,11/29/16,25140,91706
Just met with General Petraeus--was very impressed!,11/28/16,13862,69184
If Cuba is unwilling to make a better deal for the Cuban people the Cuban/American people and the U.S. as a whole I will terminate deal.,11/28/16,24571,84424
Serious voter fraud in Virginia New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!,11/28/16,31124,101706
states instead of the 15 states that I visited. I would have won even more easily and convincingly (but smaller states are forgotten)!,11/27/16,10811,48469
It would have been much easier for me to win the so-called popular vote than the Electoral College in that I would only campaign in 3 or 4--,11/27/16,11535,48311
In addition to winning the Electoral College in a landslide I won the popular vote if you deduct the millions of people who voted illegally,11/27/16,53442,162476
"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad",11/27/16,17191,74580
"this election. That is a direct threat to our democracy."" She then said ""We have to accept the results and look to the future Donald --",11/27/16,12644,50155
"of position."" Then separately she stated ""He said something truly horrifying ... he refused to say that he would respect the results of --",11/27/16,9563,39254
during a general election. I for one am appalled that somebody that is the nominee of one of our two major parties would take that kind --,11/27/16,9078,38146
and fair elections. We've accepted the outcomes when we may not have liked them and that is what must be expected of anyone standing on a -,11/27/16,9979,41250
"Hillary's debate answer on delay: ""That is horrifying. That is not the way our democracy works. Been around for 240 years. We've had free --",11/27/16,11272,44333
Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change,11/27/16,26742,96998
The Democrats when they incorrectly thought they were going to win asked that the election night tabulation be accepted. Not so anymore!,11/27/16,31558,100608
The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems,11/27/16,32063,98232
Fidel Castro is dead!,11/26/16,99483,209846
I am working hard even on Thanksgiving trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROGRESS - Will know soon!,11/24/16,30862,139105
Happy Thanksgiving to everyone. We will together MAKE AMERICA GREAT AGAIN!,11/24/16,48701,185773
Let us give thanks for all that we have and let us boldly face the exciting new frontiers that lie ahead. Happy Th… https://t.co/RY9mGGjrXm,11/24/16,48531,167399
Bus crash in Tennessee so sad &amp; so terrible. Condolences to all family members and loved ones. These beautiful children will be remembered!,11/23/16,27657,132520
I am seriously considering Dr. Ben Carson as the head of HUD. I've gotten to know him well--he's a greatly talented person who loves people!,11/22/16,27077,140303
The meeting with the @nytimes is back on at 12:30 today. Look forward to it!,11/22/16,7221,33992
'Jeff Sessions a Fitting Selection for Attorney General'https://t.co/LjKTkAZSFy,11/22/16,10540,38034
'President-elect Donald J. Trump's CIA Director Garners Praise'https://t.co/UFdLWtwBEQ https://t.co/MrPaG7OziQ,11/22/16,8645,31285
Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years.,11/22/16,17103,80932
The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?,11/22/16,11960,49944
Perhaps a new meeting will be set up with the @nytimes. In the meantime they continue to cover me inaccurately and with a nasty tone!,11/22/16,9451,39024
I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice,11/22/16,17384,68659
Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!,11/22/16,22317,66458
Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!,11/22/16,18932,79615
.@transition2017 update and policy plans for the first 100 days. https://t.co/HTgPXfPWeJ,11/21/16,41867,102370
I have always had a good relationship with Chuck Schumer. He is far smarter than Harry R and has the ability to get things done. Good news!,11/20/16,11470,55775
"General James ""Mad Dog"" Mattis who is being considered for Secretary of Defense was very impressive yesterday. A true General's General!",11/20/16,21731,82723
I watched parts of @nbcsnl Saturday Night Live last night. It is a totally one-sided biased show - nothing funny at all. Equal time for us?,11/20/16,16047,69172
Numerous patriots will be coming to Bedminster today as I continue to fill out the various positions necessary to MAKE AMERICA GREAT AGAIN!,11/20/16,13996,68274
The cast and producers of Hamilton which I hear is highly overrated should immediately apologize to Mike Pence for their terrible behavior,11/20/16,25523,104673
The Theater must always be a safe and special place.The cast of Hamilton was very rude last night to a very good man Mike Pence. Apologize!,11/19/16,43759,150281
Our wonderful future V.P. Mike Pence was harassed last night at the theater by the cast of Hamilton cameras blazing.This should not happen!,11/19/16,33936,122802
The ONLY bad thing about winning the Presidency is that I did not have the time to go through a long but winning trial on Trump U. Too bad!,11/19/16,13021,62790
I settled the Trump University lawsuit for a small fraction of the potential award because as President I have to focus on our country.,11/19/16,16341,90863
Will be working all weekend in choosing the great men and women who will be helping to MAKE AMERICA GREAT AGAIN!,11/18/16,26586,121773
I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!,11/18/16,29271,117953
Just got a call from my friend Bill Ford Chairman of Ford who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico,11/18/16,49187,166484
My transition team which is working long hours and doing a fantastic job will be seeing many great candidates today. #MAGA,11/17/16,21195,96513
Australia New Zealand and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.,11/16/16,24112,90560
I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia U.K. China Saudi Arabia Japan,11/16/16,25694,88735
The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also I have spoken to many foreign leaders.,11/16/16,20825,77532
"I am not trying to get ""top level security clearance"" for my children. This was a typically false news story.",11/16/16,31102,99921
Very organized process taking place as I decide on Cabinet and many other positions. I am the only one who knows who the finalists are!,11/16/16,27544,119611
The Electoral College is actually genius in that it brings all states including the smaller ones into play. Campaigning is much different!,11/15/16,39125,128083
If the election were based on total popular vote I would have campaigned in  N.Y. Florida and California and won even bigger and more easily,11/15/16,49623,179219
The debates especially the second and third plus speeches and intensity of the large rallies plus OUR GREAT SUPPORTERS gave us the win!,11/13/16,23410,113207
I will be interviewed on @60Minutes tonight after the NFL game - 7:00 P.M. Enjoy!,11/13/16,16387,78073
"The @nytimes states today that DJT believes ""more countries should acquire nuclear weapons."" How dishonest are they. I never said this!",11/13/16,29308,93519
Governor John Kasich of the GREAT GREAT GREAT State of Ohio called to congratulate me on the win. The people of Ohio were incredible!,11/13/16,22618,124725
Jeb Bush George W and George H.W. all called to express their best wishes on the win. Very nice!,11/13/16,18082,107489
Mitt Romney called to congratulate me on the win. Very nice!,11/13/16,15452,110764
The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me. I wonder if it will change - doubt it?,11/13/16,22131,86992
"Wow the @nytimes is losing thousands of subscribers because of their very poor and highly inaccurate coverage of the ""Trump phenomena""",11/13/16,34967,127171
This will prove to be a great time in the lives of ALL Americans. We will unite and we will win win win!,11/12/16,53578,201692
Today we express our deepest gratitude to all those who have served in our armed forces. #ThankAVet https://t.co/wPk7QWpK8Z,11/11/16,47145,168933
Busy day planned in New York. Will soon be making some very important decisions on the people who will be running our government!,11/11/16,33324,178189
Love the fact that the small groups of protesters last night have passion for our great country. We will all come together and be proud!,11/11/16,55954,221718
Just had a very open and successful presidential election. Now professional protesters incited by the media are protesting. Very unfair!,11/11/16,69498,231526
A fantastic day in D.C. Met with President Obama for first time. Really good meeting great chemistry. Melania liked Mrs. O a lot!,11/11/16,37788,192638
Happy 241st birthday to the U.S. Marine Corps! Thank you for your service!! https://t.co/Lz2dhrXzo4,11/10/16,45576,169729
Such a beautiful and important evening! The forgotten man and woman will never be forgotten again. We will all come together as never before,11/9/16,220796,633253
Watching the returns at 9:45pm. #ElectionNight #MAGA🇺🇸 https://t.co/HfuJeRZbod,11/9/16,45335,190930
Still time to #VoteTrump! #iVoted #ElectionNight https://t.co/UZtYAY1Ba6,11/8/16,25257,65686
Don't let up keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left. GO FLORIDA!,11/8/16,35805,116929
"Just out according to @CNN: ""Utah officials report voting machine problems across entire country""",11/8/16,21504,47353
I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!,11/8/16,24669,125385
#ElectionDay https://t.co/MXrAxYnTjY https://t.co/FZhOncih21,11/8/16,25164,61186
We need your vote. Go to the POLLS! Let's continue this MOVEMENT! Find your poll location: https://t.co/VMUdvi1tx1… https://t.co/zGOx74Ebhw,11/8/16,23878,62105
VOTE TODAY! Go to https://t.co/MXrAxYnTjY to find your polling location. We are going to Make America Great Again!… https://t.co/KPQ5EY9VwQ,11/8/16,29314,67452
TODAY WE MAKE AMERICA GREAT AGAIN!,11/8/16,344806,573283
Today we are going to win the great state of MICHIGAN and we are going to WIN back the White House! Thank you MI!… https://t.co/onRpEvzHrW,11/8/16,17323,54396
Unbelievable evening in New Hampshire - THANK YOU! Flying to Grand Rapids Michigan now. Watch NH rally here:… https://t.co/hP88anrfgk,11/8/16,9134,32240
Big news to share in New Hampshire tonight! Polls looking great! See you soon.,11/8/16,13264,44128
Today in Florida I pledged to stand with the people of Cuba and Venezuela in their fight against oppression- cont: https://t.co/8eELqk2wUw,11/8/16,13829,36687
Thank you Pennsylvania! Going to New Hampshire now and on to Michigan. Watch PA rally here: https://t.co/d29DLINGst… https://t.co/zcH9crFIKM,11/8/16,9053,29404
LIVE on #Periscope: Join me for a few minutes in Pennsylvania. Get out &amp; VOTE tomorrow. LETS #MAGA!! https://t.co/Ej0LmMK3YU,11/7/16,10123,31207
Hey Missouri let's defeat Crooked Hillary &amp; @koster4missouri! Koster supports Obamacare &amp; amnesty! Vote outsider Navy SEAL @EricGreitens!,11/7/16,12409,36695
'America must decide between failed policies or fresh perspective a corrupt system or an outsider'https://t.co/ll8QIW9SqW,11/7/16,15907,37089
'What I Like About Trump ... and Why You Need to Vote for Him'https://t.co/6rVuDUehZq,11/7/16,9531,24003
'Why Trump' https://t.co/RpwIYB7aOV,11/7/16,7171,18057
I love you North Carolina- thank you for your amazing support! Get out and https://t.co/HfihPERFgZ tomorrow!Watch:… https://t.co/jZzfqUZNYh,11/7/16,10789,31000
On my way! https://t.co/6L2ILD6r8h,11/7/16,8412,26336
Just landed in North Carolina- heading to the J.S. Dorton Arena. See you all soon! Lets #MakeAmericaGreatAgain! https://t.co/EUo0keWX1Y,11/7/16,14558,40976
Starting tomorrow it's going to be #AmericaFirst! Thank you for a great morning Sarasota Florida!Watch here:… https://t.co/ig62Kjkkvl,11/7/16,13940,36087
Thank you for you support Virginia! In ONE DAY - get out and #VoteTrumpPence16! #ICYMI: https://t.co/Nid8qcFTwY https://t.co/WOsEcjM8sm,11/7/16,12558,33739
