text,created_at,retweet_count,favorite_count
A great Christmas movie &amp; perfect #TBT! #MakeAmericaGreatAgain Story: https://t.co/qUpZphfhV3 https://t.co/PSeVbWUJIV,12/24/15,3033,8428
"Hillary said ""I really deplore the tone and inflammatory rhetoric of his campaign."" I deplore the death and destruction she caused-stupidity",12/24/15,5940,13417
Merry Christmas &amp; Happy Holidays!#MakeAmericaGreatAgain #Trump2016https://t.co/XIVw5LdTqv https://t.co/Sqim2YyoCH,12/24/15,5340,12438
"Hillary when you complain about ""a penchant for sexism"" who are you referring to. I have great respect for women. BE CAREFUL!",12/23/15,4887,11344
It is hard to believe I am winning by so much when I am treated so badly by the media.  New @CNN Poll amazing in ALL categories. 21 pt. Lead,12/23/15,3948,10895
Why does @FoxNews give @KarlRove so much airtime. He (and other Fox pundits) is so biased. Still thinks Romney won. Unfair coverage of Trump,12/23/15,1602,5139
.@FoxNews treats me so badly. Using old Quinnipiac Poll where I have a much smaller lead than the just out @CNN Poll. All negative!,12/23/15,1396,4417
The @washingtonpost which is the lobbyist (power) for not imposing taxes on #Amazon today did a nasty cartoon attacking @tedcruz kids. Bad,12/23/15,2229,5748
The silent majority- is silent no more! Remember the importance of VOTING!#MakeAmericaGreatAgain #Trump2016 https://t.co/wBdSg5ab25,12/23/15,3447,6696
The Hillary Clinton staged event yesterday was pathetic. Be careful Hillary as you play the war on women or women being degraded card.,12/23/15,3376,7787
#MakeAmericaGreatAgain #Trump2016 https://t.co/e9dEs4HuwQ,12/23/15,2676,6204
Thank you America! Together- we will #MakeAmericaGreatAgain! https://t.co/MWMFn4asWH,12/23/15,2795,6139
Big news just out - NEW @CNN POLL  TRUMP  39 and leads in every major category. Likeability way up. CRUZ 18  CARSON 10  RUBIO 10,12/23/15,1850,4890
We need a PRESIDENT with strength stamina heart and incredible deal making skill if our country is ever going to be able to prosper again!,12/23/15,4548,11129
It is a shame that the biased media is able to so incorrectly define a word for the public when they know that the definition is wrong. Sad!,12/23/15,2184,6379
When I said that Hillary Clinton got schlonged by Obama it meant got beaten badly. The media knows this. Often used word in politics!,12/23/15,10157,17704
#MakeAmericaGreatAgain #Trump2016 https://t.co/TUDwrg6RsD,12/23/15,1917,4679
Wow new Reuters Poll just out. Big lead if you want to MAKE AMERICA GREAT AGAIN!  TRUMP 37  CRUZ 11 This is at the top of Drudge!,12/23/15,2116,5482
"For those on TV defending my use of the word ""schlonged"" bc #MSM is giving it false meaning-tell them it means beaten badly. Dishonest #MSM",12/23/15,2502,5613
"NPR's @NealConan said ""schlonged"" to WaPo re: 1984 Mondale/Ferraro campaign: ""That ticket went on to get schlonged at the polls."" #Hypocrisy",12/23/15,1774,3714
"Once again #MSM is dishonest. ""Schlonged"" is not vulgar. When I said Hillary got ""schlonged"" that meant beaten badly.",12/23/15,4159,7452
Jeb's big ad buy against me paid for by lobbyists shows my face but doesn't have me answering Jeb's statements. He is really pathetic!,12/22/15,1718,5471
Watching @CNN and consider @secupp to be one of the least talented people on television. Boring and biased!,12/22/15,1016,3286
Women defy media narrative love Trump at packed Michigan rally.VIDEO: https://t.co/yreUny7shA https://t.co/dE9odwIRQi,12/22/15,4220,8990
.@JebBush's opening and closing in the debate were said by all to be terrible--fumbled around incoherent.,12/22/15,791,2791
Why doesn't @JebBush in his ads show my answer to his statement in the debate?,12/22/15,833,3014
Will @JebBush in his phony advertising campaign show himself asking me to apologize to his wife in the debate?,12/22/15,795,2698
.@JebBush just took millions of $'s in special interest money to look like a tough guy. Will never work!,12/22/15,1144,3246
Weak and low energy @JebBush whose campaign is a disaster is now doing ads against me where he tries to look like a tough guy.,12/22/15,1515,4093
Video from Michigan last night. After asking for months the media panned their cameras! https://t.co/jXwS0y08L7 https://t.co/ikjkpmOAeu,12/22/15,1594,4379
THANK YOU America! #MakeAmericaGreatAgain #Trump2016 https://t.co/x0QaqjjMj0,12/22/15,1573,3705
Thank you - Michigan!#MakeAmericaGreatAgain #Trump2016 https://t.co/5GilNQKyzJ,12/22/15,1063,3284
Thank you - New Hampshire!#MakeAmericaGreatAgain #Trump2016https://t.co/VlGF418r2x https://t.co/zZleg3vnJN,12/22/15,1552,4083
THANK YOU Grand Rapids Michigan! Time to end political correctness &amp; secure our homeland! https://t.co/cyRCfwxJg3 https://t.co/PPrriLTFgA,12/22/15,2994,7802
@HerschelWalker thanks for your support- it is very much appreciated!,12/21/15,805,1973
Getting ready to leave for Michigan - will be an amazing evening! See you there.,12/21/15,1375,5104
"Do you think that Hillary Clinton will apologize to me for the lie she told about ""the video"" of me being used by ISIS. There is no video.",12/21/15,3158,8461
Thanks @AndreaTantaros for all of your kind words and thoughts. Big progress is being made. Keep up the great work!,12/21/15,1198,3836
A suicide bomber has just killed U.S. troops in Afghanistan. When will our leaders get tough and smart. We are being led to slaughter!,12/21/15,4407,9214
It's the Democrats' total weakness &amp; incompetence that gave rise to ISIS --  not a tape of Donald Trump that was an admitted Hillary lie!,12/21/15,2968,6977
Phyllis Schlafly: Trump is 'last hope for America' https://t.co/jCxqfVCGB6 https://t.co/sk713ir5NQ,12/21/15,2492,5608
Getting ready to go to the great State of Michigan. Big crowd tonight. Make America Great Again!,12/21/15,2261,6998
Just out: TRUMP GOP DEBATE - 18000000. CLINTON DEMOCRAT DEBATE - 6700000. And they were on major network vs. cable!,12/21/15,2643,6847
"Hillary said with respect to ISIS ""we are finally where we need to be."" Do we want 4  more years of incompetent leadership?  MAGA!",12/21/15,2964,7128
I demand an apology from Hillary Clinton for the disgusting story she made up about me for purposes of the debate. There never was a video.,12/21/15,4509,9646
"Hillary said at debate ISIS is ""going to people showing videos in order to recruit more radical jihadistst."" She made up story-want apology!",12/21/15,1739,4820
Very sad what happened last night at the Miss Universe Pageant. I sold it 6 months ago for a record price. This would never have happened!,12/21/15,4909,9440
.@JebBush today said he didn't want to be the front-runner he would rather be where he is now 2%. That is the talk of a loser can't win!,12/21/15,3119,8076
Great poll out of Illinois! Thank you!#MakeAmericaGreatAgain #Trump2016 https://t.co/Fd48umfyCw,12/21/15,1896,4875
.@MissUniverse final 3 on now. Great people great new owner @IMG. WATCH.,12/21/15,761,2487
My friend @AriEmanuel of @IMG bought the Miss Universe pageants from me and they are on tonight on #Fox! Tune in!,12/21/15,950,2950
It was really strange when Hillary was missing from the podium last night. Not very presidential!,12/20/15,2873,7956
Hillary Clinton spokesperson admitted that their was no ISIS video of me. Therefore Hillary LIED at the debate last night. SAD!,12/20/15,5813,11941
.@JebBush was terrible on Face The Nation today. Being at 2% and falling seems to have totally affected his confidence. A basket case!,12/20/15,2013,5550
We need a #POTUS with great strength &amp; stamina. Hillary does not have that.#Trump2016 https://t.co/n2C6bAdYNa https://t.co/cUy3VaDAGo,12/20/15,2743,5742
"Hillary Clinton lied when she said that ""ISIS is using video of Donald Trump as a recruiting tool."" This was fact checked by @FoxNews: FALSE",12/20/15,4676,9582
.@GStephanopoulos stupidly believes that Hillary wants to run against me because she said so. She says that so people believe it - opposite!,12/20/15,1685,4276
#MakeAmericaGreatAgain #Trump2016 https://t.co/7FkgBAqF4A,12/19/15,3471,7311
Thank you America! @FoxNews post-debate poll with +/- from previous poll. #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/KorKlSr01P,12/19/15,2753,6526
Thank you Cedar Rapids Iowa!#MakeAmericaGreatAgain https://t.co/0llSs8U77Q https://t.co/dlpd0EkR45,12/19/15,1649,4188
President Obama spends so much time speaking of the so-called Carbon footprint and yet he flies all the way to Hawaii on a massive old 747.,12/19/15,6539,14433
See Sanders backed Hillary on E-mails at the debate hurting himself and then she threw him under the bus (but failed). Disloyal person!,12/19/15,4517,10549
Another new post-debate poll. THANK YOU! #VoteTrump2016 #MakeAmericaGreatAgain https://t.co/Pa9PCuPbyr,12/19/15,2137,5056
Thank you for all of your support! Most importantly - we need to get everyone out to VOTE! #VoteTrump2016 https://t.co/ezCsk3cWaJ,12/18/15,3661,9012
The last thing our country needs is another BUSH! Dumb as a rock!,12/18/15,6192,12511
.@JebBush has embarrassed himself &amp; his family with his incompetent campaign for President. He should remain true to himself.,12/18/15,2252,5720
#MakeAmericaGreatAgain #Trump2016https://t.co/PUGaxGCASM https://t.co/1O67oFDofU,12/18/15,1616,3574
Weak &amp; ineffective @JebBush is doing ads where he shows his statement in the debate but not my response. False advertising!,12/18/15,1821,5092
I have an idea for @JebBush whose campaign is a disaster. Try using your last name &amp; don’t be ashamed of it!,12/18/15,2891,7036
.@MelindaDC  Don’t misrepresent in order to make a point. I was always tough on ISIS--as you’ll find out after I get elected.,12/18/15,1430,4151
"As I have been saying. Only the beginning: ""ISIS Suspects Arrested in Turkey 150 European Passports Seized."" https://t.co/55NWoy7OHG",12/18/15,2851,5325
New Reuters poll - thank you!#MakeAmericaGreatAgain #Trump2016 https://t.co/zOe0gDe0AJ,12/18/15,1893,4361
#ISIS is making $400M/year on oil. I have been saying it for years. We need to bomb the oil! https://t.co/vObIAhilWs https://t.co/teKBaKdXzK,12/18/15,4550,9833
There is no question who will handle the threat of terrorism best as #POTUS. #Trump2016 https://t.co/frS7alctbB https://t.co/0P4qSnAltb,12/18/15,3135,6521
#MakeAmericaGreatAgain I will be in Cedar RapidsIA this Saturday. Get your tickets-https://t.co/QcqOsG3jqo,12/17/15,1506,3428
#MakeAmericaGreatAgain #Trump2016 https://t.co/uJu4zrzXL8,12/17/15,2799,6669
Thank you! #MakeAmericaGreatAgain https://t.co/xkki2M6ht1,12/17/15,4743,9788
Will be on @jimmykimmel in 20 minutes on @ABC. #Kimmel #Trump2016 #MakeAmericaGreatAgain,12/17/15,979,3624
.@GlennBeck got fired like a dog by #Fox. The Blaze is failing and he wanted to have me on his show. I said no - because he is irrelevant.,12/17/15,2951,7341
I will be doing @oreillyfactor tonight at 8:00pmE from Mesa Arizona - will be talking about the #GOPDebate &amp; more. https://t.co/Z3fVfHCKIo,12/17/15,1334,4917
Will be on @jimmykimmel tonight at 11:35pmE on @ABC. #Kimmel #Trump2016 #MakeAmericaGreatAgain,12/17/15,1261,3483
Clear winner of the #GOPDebate. Thank you for your support! #MakeAmericaGreatAgain #Trump2016 https://t.co/dl6IuSHwtK,12/16/15,3760,8124
Hillary Clinton is weak and ineffective - no strength no stamina.,12/16/15,5988,12686
Jeb Bush had a tough night at the debate. Now he'll probably take some of his special interest money he is their puppet and buy ad's.,12/16/15,2590,7323
Thank you for the nice words @ktmcfarland. The debate was interesting and fun. Keep up the great work!,12/16/15,835,2811
Will be interviewed on the @oreillyfactor tonight at 8:00 P.M. Will be talking about the debate and more!,12/16/15,1125,3452
Bill O'Reilly calls Trump and  campaign brilliant. In first place by 27 points.,12/16/15,2030,5779
.@MarkHalperin works so hard but just doesn't have a natural instinct for politics. Others do and those are the people you want to follow!,12/16/15,804,2326
Thank you @davidaxelrod for your nice words this morning on @CNN. It was a good night!,12/16/15,878,2970
Thank you so many people have given me credit for winning the debate last night. All polls agree. It was fun and interesting!,12/16/15,2578,8767
Thank you @FrankLuntz - for saying I was a winner tonight. It is my great honor. #Trump2016,12/16/15,2875,8869
We're not talking about religion; we're talking about security. #GOPDebatehttps://t.co/OhI1qXEOzC,12/16/15,3260,7586
#GOPDebate #Trump2016https://t.co/czHzN0QkQN,12/16/15,1017,3134
Departing for #GOPDebate. Let's #MakeAmericaGreatAgain! https://t.co/nMNilyuL2F https://t.co/Bwyu1U3rHU,12/16/15,2140,5481
Highly respected PUBLIC POLICY POLLING (PPP) just announced that I am number one in IOWA. Thank you!,12/15/15,1696,4852
New PPP poll just released in Iowa- up 6 points from last poll. Leading w/ 28%! Don't worry - media won't report it! https://t.co/yjWiLBGUpm,12/15/15,1908,4766
.@ConradMBlack what an honor to read your piece. As one of the truly great intellects &amp; my friend I won't forget! https://t.co/3FGB0NyfaO,12/15/15,1373,3052
#TheRemembranceProjecthttps://t.co/zMW0mkkFEg https://t.co/XHIweo9LWG,12/15/15,1344,3181
. #JoeTheismann was great as a political analyst on @FoxNews. He knows far more than football. Thanks for the nice words Joe!,12/15/15,1018,3237
I won every debate so far according to all debate polls including @DRUDGE_REPORT @TIME @Slate and more. Too bad dopey @megynkelly lies!,12/15/15,1503,4210
Between Iraq war monger @krauthammer dummy @KarlRove deadpan @GeorgezWill highly overrated @megynkelly among others @FoxNews not fair!,12/15/15,1376,3368
I am in Trump International Hotel Las Vegas getting ready and waiting for the debate tonight. Look forward -   hope I get treated fairly!,12/15/15,1866,6357
I wonder if @megynkelly and her flunkies have written their scripts yet about my debate performance tonight. No matter how well I do - bad!,12/15/15,1489,4338
.@megynkelly is very bad at math. She was totally unable to figure out the difference between me and Cruz in the new Monmouth Poll 41to14.,12/15/15,1440,3925
.@megynkelly the most overrated anchor at @FoxNews worked hard to explain away the new Monmouth poll 41 to 14 or 27 pt lead. She said 15!,12/15/15,1214,3257
Why isn't anyone using the @CNN Iowa Poll with me having a big lead. They only want to use the one negative poll (2nd place).Dishonest press,12/15/15,1665,4786
Isn't it amazing that @CNN paid a fortune for an Iowa Poll which shows me in first place over Cruz by 13% 33% to 20% - then doesn't use it,12/15/15,2014,5201
Wow I just had two very good Iowa polls and a phenomenal just out National Poll from @ABC @washingtonpost - 38%.  MAKE AMERICA GREAT AGAIN!,12/15/15,1535,3861
Thank you for your support! #MakeAmericaGreatAgain #Trump2016https://t.co/yohiKUsL3V,12/15/15,1039,3165
What an evening in Las Vegas Nevada! THANK YOU for your continued support. #Trump2016 https://t.co/uUwRk7RuGK https://t.co/J0qJaIg35u,12/15/15,1824,5212
@oreillyfactor horrible defense of me against highly overrated @krauthammer. I will bring more people into the party &amp; easily beat Hillary!,12/15/15,935,2127
Why doesn't @CNN use the #CNN Iowa poll? @andersoncooper @andydean2014,12/15/15,1149,3315
Thank you @CarlHigbie. Great work on @CNN. #Trump2016,12/15/15,734,2197
Thank you @hardball_chris for your nice words. They are very much appreciated. I fully understand that you really get it.,12/15/15,985,2964
#MakeAmericaGreatAgain #Trump2016https://t.co/yjAIiFuVWm https://t.co/dfH0ABwZk0,12/14/15,1056,3251
Can't believe Major League Baseball just rejected @PeteRose_14 for the Hall of Fame. He's paid the price. So ridiculous - let him in!,12/14/15,5567,10315
.@scottienhughes - you were fantastic on CNN. Thank you for the nice words. See you at the #GOPDebate.,12/14/15,833,2530
.@PatrickBuchanan was great on @TeamCavuto @FoxNews. Thank you Pat! #Tump2016,12/14/15,940,2630
Thank you @WayneAllynRoot.Very nice! #Trump2016 https://t.co/cgdLz26mdA,12/14/15,729,1949
Another great accolade for @TrumpGolf. Highly respected Golf Odyssey- awarded @TrumpDoral Blue Monster with best redesign. Thank you!,12/14/15,710,2276
Record of Health: https://t.co/ZDDDawwYVl#MakeAmericaGreatAgain #Trump2016,12/14/15,941,2553
#MakeAmericaGreatAgain #Trump2016https://t.co/vqrkZwc2ae https://t.co/vz73TaAjjc,12/14/15,2387,5053
EXCLUSIVE: Newt Gingrich: ‘The Country Is in Rebellion’ Trump Can ‘Kick Down the Doors’ https://t.co/UwTKKhhO3C,12/14/15,2077,4411
Why doesn't @FoxNews quote the new Iowa @CNN Poll where I have a 33% to 20% lead over Ted Cruz and all others. Think about it!,12/14/15,2892,6541
People have got to stop working to be so politically correct and focus all of their energy on finding solutions to very complex problems!,12/14/15,7095,15849
I was disappointed that Ted Cruz would speak behind my back get caught and then deny it. Well welcome to the wonderful world of politics!,12/13/15,2521,6775
I did interview with Chris Wallace of @FoxNews in order to be fair. He then puts on Rove Lane and Will three Trump bashers to discuss.,12/13/15,1550,3514
Many think that the Championship Course at Turnberry home of The Duel In The Sun will be the worlds best after the renovation.,12/13/15,686,2323
A very good NBC/Wall Street Journal Poll was just released wherein I went up from last month and am in the lead. Nice!,12/13/15,1669,4761
.@danawhite  Great job last night - very exciting! You have come a long way from those difficult early days I am proud of you.,12/13/15,1123,3549
People that have read it tell me that @KarlRove book is terrible (and boring). Save your money! @FoxNews should can him no credibility!,12/13/15,1367,3474
Chris Wallace @fox at 10:00 A.M.,12/13/15,579,1566
#MakeAmericaGreatAgain #Trump2016https://t.co/UB7Fx7A835 https://t.co/iWcW5kfI9i,12/13/15,2476,5855
.@CNN @jaketapper at 9:00 A.M.,12/13/15,532,1577
.@Peggynoonannyc An election between Hillary and myself will be the biggest voter turnout in U.S. history. Just like the debates 24 M vs 2M.,12/13/15,1472,3639
.@Peggynoonannyc Interesting article but I will beat Hillary easily. People that have given up on the system will come out to vote for me!,12/13/15,1363,3965
Something must be done with dopey @KarlRove - he is pushing Republicans down the same old path of defeat. Don't fall for it Karl is a loser,12/13/15,2528,6031
I will be interviewed on @jaketapper @CNN at 9:00 A.M. and Fox News Sunday with Chris Wallace at 10:O0  A.M. CNN Iowa Poll -13 point lead!,12/13/15,1034,2669
I will be on CNN's - State of the Union tomorrow morning at 9amE. https://t.co/VgxjEVFGJK https://t.co/svQQhAHBow,12/12/15,1367,3566
New CNN Iowa poll --- Trump 33 Cruz 20. Everyone else way down! Don't trust Des Moines Register poll- biased towards Trump!,12/12/15,2314,5046
Thank you General. #Trump2016 https://t.co/FCrYNoqYTb,12/12/15,2928,5997
A great afternoon. Thank you South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/iOnhK3l3xU https://t.co/EtpzrfChMZ,12/12/15,1943,4575
Reports say #ISIS now has a passport machine to have its believers infiltrate our country. I told you so. https://t.co/LRPDW10zwl,12/12/15,3812,5726
John Podesta says nominee will be Cruz b/c last person Hillary wants to face is Trump! Use your head folks! 46-41! https://t.co/K2XzwZygYk,12/12/15,3844,8624
Getting the support of @DanaWhite of UFC means a lot. A total winner who has done an amazing job. Just ordered his fight to watch tonight!,12/12/15,2292,6099
.@Franklin_Graham so many people have tweeted about your amazing words to me thank you! Heading to big crowd in South Carolina!,12/12/15,1436,4133
Thank you! #Trump2016https://t.co/0DA5isXMRz https://t.co/ENjJkTEQIJ,12/12/15,2977,5794
I will be interviewed on @foxandfriends at 8:00 A.M. So much to talk about!,12/12/15,832,2835
.@loudobbsnews did a fantastic interview with syndicated columnist Michelle Malkin. Congrats to both!,12/12/15,866,2663
Just got back from Iowa great people!,12/12/15,1310,4927
I had a great time in Des Moines Iowa tonight! Thank you for all of the support. #Trump2016 https://t.co/2Xzs2aSqII https://t.co/2HdnA6snnz,12/12/15,1456,4708
.@MonicaCrowley you were great with @SeanHannity on @FoxNews tonight.  Thank you for your kind words. We will keep Americans safe.,12/12/15,1223,3700
Dopey Prince @Alwaleed_Talal wants to control our U.S. politicians with daddy’s money. Can’t do it when I get elected. #Trump2016,12/12/15,12003,14287
Thank you @SeanHannity &amp; @BoDiet! #MakeAmericaGreatAgain,12/12/15,828,3114
Thank you! We are at 35% in new Reuters poll with #2 coming in at 12%. Time to #MakeAmericaGreatAgain!#Trump2016 https://t.co/0l00OVCo5b,12/11/15,2103,5012
I will not let you down! #Trump2016 #MakeAmericaGreatAgain https://t.co/3bbHsaGSUm https://t.co/IKXGxoi0lA,12/11/15,2438,6162
Tom Ridge is a failed 'Bushy' &amp; PA Governor. Him &amp; his friend @KarlRove shouldn't be allowed to do their bias commentary- nobody listens!,12/11/15,1374,3813
Tom Ridge should be focused on trying to bring the party together rather than ripping it apart w/ your faulty thought process. I will win!,12/11/15,1608,4411
Never get good #'s from failing Des Moines Register/Bloomberg. I think something's going on w/them. Up 13 in IA according to respected CNN.,12/11/15,976,2808
Great news in Georgia!  The just out  Landmark poll shows me in first with 43%! Wow. https://t.co/mG6uZQxBWG https://t.co/UZ03GJDvOV,12/11/15,3238,6240
Our spectacular ballroom under construction at the great Turnberry resort in Scotland. https://t.co/QmXD8kHFhS,12/11/15,750,2410
